Village_Name,State_Name,District_Name,Block_Name,Pincode,Input_Parameter1,Input_Parameter2,Input_Parameter3,Input_Parameter4,Input_Parameter0
Silokhara,Uttar Pradesh,ALLAHABAD,PHOOLPUR,,"SILOKHARA,Uttar Pradesh","SILOKHARA,ALLAHABAD,Uttar Pradesh","SILOKHARA,PHOOLPUR,Uttar Pradesh","SILOKHARA,PHOOLPUR,ALLAHABAD,Uttar Pradesh","SILOKHARA,Uttar Pradesh,nan"
Sorauthi,Uttar Pradesh,ALLAHABAD,MANDA,,"SORAUTHI,Uttar Pradesh","SORAUTHI,ALLAHABAD,Uttar Pradesh","SORAUTHI,MANDA,Uttar Pradesh","SORAUTHI,MANDA,ALLAHABAD,Uttar Pradesh","SORAUTHI,Uttar Pradesh,nan"
Sukigam,Odisha,NABARANGPUR,UMERKOTE,764073.0,"SUKIGAM,Odisha","SUKIGAM,NABARANGPUR,Odisha","SUKIGAM,UMERKOTE,Odisha","SUKIGAM,UMERKOTE,NABARANGPUR,Odisha","SUKIGAM,Odisha,764073.0"
Tamili,Odisha,KORAPUT,DASMANTPUR,,"TAMILI,Odisha","TAMILI,KORAPUT,Odisha","TAMILI,DASMANTPUR,Odisha","TAMILI,DASMANTPUR,KORAPUT,Odisha","TAMILI,Odisha,nan"
Torenga,Odisha,NABARANGPUR,UMERKOTE,764072.0,"TORENGA,Odisha","TORENGA,NABARANGPUR,Odisha","TORENGA,UMERKOTE,Odisha","TORENGA,UMERKOTE,NABARANGPUR,Odisha","TORENGA,Odisha,764072.0"
Vasupur,Uttar Pradesh,PRATAPGARH,LALGANJ,271604.0,"VASUPUR,Uttar Pradesh","VASUPUR,PRATAPGARH,Uttar Pradesh","VASUPUR,LALGANJ,Uttar Pradesh","VASUPUR,LALGANJ,PRATAPGARH,Uttar Pradesh","VASUPUR,Uttar Pradesh,271604.0"
Waijpur,Uttar Pradesh,ALLAHABAD,DHANUPUR,,"WAIJPUR,Uttar Pradesh","WAIJPUR,ALLAHABAD,Uttar Pradesh","WAIJPUR,DHANUPUR,Uttar Pradesh","WAIJPUR,DHANUPUR,ALLAHABAD,Uttar Pradesh","WAIJPUR,Uttar Pradesh,nan"
Ward No.17,Odisha,KORAPUT,SEMILIGUDA,764003.0,"WARD NO.17,Odisha","WARD NO.17,KORAPUT,Odisha","WARD NO.17,SEMILIGUDA,Odisha","WARD NO.17,SEMILIGUDA,KORAPUT,Odisha","WARD NO.17,Odisha,764003.0"
Aaaoripur,Uttar Pradesh,PRATAPGARH,SANGIPUR,,"AAAORIPUR,Uttar Pradesh","AAAORIPUR,PRATAPGARH,Uttar Pradesh","AAAORIPUR,SANGIPUR,Uttar Pradesh","AAAORIPUR,SANGIPUR,PRATAPGARH,Uttar Pradesh","AAAORIPUR,Uttar Pradesh,nan"
Abun,Jharkhand,PALAMU,PANKI,822122.0,"ABUN,Jharkhand","ABUN,PALAMU,Jharkhand","ABUN,PANKI,Jharkhand","ABUN,PANKI,PALAMU,Jharkhand","ABUN,Jharkhand,822122.0"
Akabar Shah Pur,Uttar Pradesh,ALLAHABAD,KORAON,,"AKABAR SHAH PUR,Uttar Pradesh","AKABAR SHAH PUR,ALLAHABAD,Uttar Pradesh","AKABAR SHAH PUR,KORAON,Uttar Pradesh","AKABAR SHAH PUR,KORAON,ALLAHABAD,Uttar Pradesh","AKABAR SHAH PUR,Uttar Pradesh,nan"
Amta (Amata),Odisha,KORAPUT,BORIGUMMA,764056.0,"AMTA (AMATA),Odisha","AMTA (AMATA),KORAPUT,Odisha","AMTA (AMATA),BORIGUMMA,Odisha","AMTA (AMATA),BORIGUMMA,KORAPUT,Odisha","AMTA (AMATA),Odisha,764056.0"
Ananta,Odisha,KORAPUT,JEYPORE,764005.0,"ANANTA,Odisha","ANANTA,KORAPUT,Odisha","ANANTA,JEYPORE,Odisha","ANANTA,JEYPORE,KORAPUT,Odisha","ANANTA,Odisha,764005.0"
Andhripur,Uttar Pradesh,PRATAPGARH,KALAKANKER,,"ANDHRIPUR,Uttar Pradesh","ANDHRIPUR,PRATAPGARH,Uttar Pradesh","ANDHRIPUR,KALAKANKER,Uttar Pradesh","ANDHRIPUR,KALAKANKER,PRATAPGARH,Uttar Pradesh","ANDHRIPUR,Uttar Pradesh,nan"
Anmula,Uttar Pradesh,GONDA,WAZIRGANJ,,"ANMULA,Uttar Pradesh","ANMULA,GONDA,Uttar Pradesh","ANMULA,WAZIRGANJ,Uttar Pradesh","ANMULA,WAZIRGANJ,GONDA,Uttar Pradesh","ANMULA,Uttar Pradesh,nan"
Anngada,Jharkhand,CHATRA,PRATAPPUR,,"ANNGADA,Jharkhand","ANNGADA,CHATRA,Jharkhand","ANNGADA,PRATAPPUR,Jharkhand","ANNGADA,PRATAPPUR,CHATRA,Jharkhand","ANNGADA,Jharkhand,nan"
Arsel,Jharkhand,CHATRA,SIMARIA,,"ARSEL,Jharkhand","ARSEL,CHATRA,Jharkhand","ARSEL,SIMARIA,Jharkhand","ARSEL,SIMARIA,CHATRA,Jharkhand","ARSEL,Jharkhand,nan"
Auraun,Uttar Pradesh,PRATAPGARH,AASPUR-DEOSARA,,"AURAUN,Uttar Pradesh","AURAUN,PRATAPGARH,Uttar Pradesh","AURAUN,AASPUR-DEOSARA,Uttar Pradesh","AURAUN,AASPUR-DEOSARA,PRATAPGARH,Uttar Pradesh","AURAUN,Uttar Pradesh,nan"
Autarpur,Uttar Pradesh,PRATAPGARH,BIHAR,,"AUTARPUR,Uttar Pradesh","AUTARPUR,PRATAPGARH,Uttar Pradesh","AUTARPUR,BIHAR,Uttar Pradesh","AUTARPUR,BIHAR,PRATAPGARH,Uttar Pradesh","AUTARPUR,Uttar Pradesh,nan"
Bachaipur,Uttar Pradesh,GONDA,MUJEHNA,,"BACHAIPUR,Uttar Pradesh","BACHAIPUR,GONDA,Uttar Pradesh","BACHAIPUR,MUJEHNA,Uttar Pradesh","BACHAIPUR,MUJEHNA,GONDA,Uttar Pradesh","BACHAIPUR,Uttar Pradesh,nan"
Badajiuna,Odisha,KORAPUT,JEYPORE,764002.0,"BADAJIUNA,Odisha","BADAJIUNA,KORAPUT,Odisha","BADAJIUNA,JEYPORE,Odisha","BADAJIUNA,JEYPORE,KORAPUT,Odisha","BADAJIUNA,Odisha,764002.0"
Badgohana Kala,Uttar Pradesh,ALLAHABAD,KAUNDHIYARA,,"BADGOHANA KALA,Uttar Pradesh","BADGOHANA KALA,ALLAHABAD,Uttar Pradesh","BADGOHANA KALA,KAUNDHIYARA,Uttar Pradesh","BADGOHANA KALA,KAUNDHIYARA,ALLAHABAD,Uttar Pradesh","BADGOHANA KALA,Uttar Pradesh,nan"
Badlepur,Uttar Pradesh,GONDA,BELSAR,,"BADLEPUR,Uttar Pradesh","BADLEPUR,GONDA,Uttar Pradesh","BADLEPUR,BELSAR,Uttar Pradesh","BADLEPUR,BELSAR,GONDA,Uttar Pradesh","BADLEPUR,Uttar Pradesh,nan"
Bagaiya,Jharkhand,PALAMU,CHHATARPUR,822113.0,"BAGAIYA,Jharkhand","BAGAIYA,PALAMU,Jharkhand","BAGAIYA,CHHATARPUR,Jharkhand","BAGAIYA,CHHATARPUR,PALAMU,Jharkhand","BAGAIYA,Jharkhand,822113.0"
Bahadurpur,Odisha,MAYURBHANJ,SHAMAKHUNTA,814152.0,"BAHADURPUR,Odisha","BAHADURPUR,MAYURBHANJ,Odisha","BAHADURPUR,SHAMAKHUNTA,Odisha","BAHADURPUR,SHAMAKHUNTA,MAYURBHANJ,Odisha","BAHADURPUR,Odisha,814152.0"
Baher Kuan,Uttar Pradesh,GONDA,ITIYATHOK,,"BAHER KUAN,Uttar Pradesh","BAHER KUAN,GONDA,Uttar Pradesh","BAHER KUAN,ITIYATHOK,Uttar Pradesh","BAHER KUAN,ITIYATHOK,GONDA,Uttar Pradesh","BAHER KUAN,Uttar Pradesh,nan"
Baithania,Bihar,PASHCHIM CHAMPARAN,MAJHAULIA,845454.0,"BAITHANIA,Bihar","BAITHANIA,PASHCHIM CHAMPARAN,Bihar","BAITHANIA,MAJHAULIA,Bihar","BAITHANIA,MAJHAULIA,PASHCHIM CHAMPARAN,Bihar","BAITHANIA,Bihar,845454.0"
Bakshi Modha,Uttar Pradesh,ALLAHABAD,KAUDIHAR II,,"BAKSHI MODHA,Uttar Pradesh","BAKSHI MODHA,ALLAHABAD,Uttar Pradesh","BAKSHI MODHA,KAUDIHAR II,Uttar Pradesh","BAKSHI MODHA,KAUDIHAR II,ALLAHABAD,Uttar Pradesh","BAKSHI MODHA,Uttar Pradesh,nan"
Balwa,Bihar,PURBA CHAMPARAN,CHAKIA,815353.0,"BALWA,Bihar","BALWA,PURBA CHAMPARAN,Bihar","BALWA,CHAKIA,Bihar","BALWA,CHAKIA,PURBA CHAMPARAN,Bihar","BALWA,Bihar,815353.0"
Bamini,Odisha,NABARANGPUR,PAPADAHANDI,764056.0,"BAMINI,Odisha","BAMINI,NABARANGPUR,Odisha","BAMINI,PAPADAHANDI,Odisha","BAMINI,PAPADAHANDI,NABARANGPUR,Odisha","BAMINI,Odisha,764056.0"
Bandarjhula,Bihar,SITAMARHI,SONBARSA,843317.0,"BANDARJHULA,Bihar","BANDARJHULA,SITAMARHI,Bihar","BANDARJHULA,SONBARSA,Bihar","BANDARJHULA,SONBARSA,SITAMARHI,Bihar","BANDARJHULA,Bihar,843317.0"
Barain Purwa,Uttar Pradesh,GONDA,HALDHARMAU,,"BARAIN PURWA,Uttar Pradesh","BARAIN PURWA,GONDA,Uttar Pradesh","BARAIN PURWA,HALDHARMAU,Uttar Pradesh","BARAIN PURWA,HALDHARMAU,GONDA,Uttar Pradesh","BARAIN PURWA,Uttar Pradesh,nan"
Barapaseya,Jharkhand,PASHCHIMI SINGHBHUM,NOAMUNDI,833218.0,"BARAPASEYA,Jharkhand","BARAPASEYA,PASHCHIMI SINGHBHUM,Jharkhand","BARAPASEYA,NOAMUNDI,Jharkhand","BARAPASEYA,NOAMUNDI,PASHCHIMI SINGHBHUM,Jharkhand","BARAPASEYA,Jharkhand,833218.0"
Basatal Pur,Uttar Pradesh,GONDA,ITIYATHOK,,"BASATAL PUR,Uttar Pradesh","BASATAL PUR,GONDA,Uttar Pradesh","BASATAL PUR,ITIYATHOK,Uttar Pradesh","BASATAL PUR,ITIYATHOK,GONDA,Uttar Pradesh","BASATAL PUR,Uttar Pradesh,nan"
Bauhan,Uttar Pradesh,GONDA,CHAPIA,,"BAUHAN,Uttar Pradesh","BAUHAN,GONDA,Uttar Pradesh","BAUHAN,CHAPIA,Uttar Pradesh","BAUHAN,CHAPIA,GONDA,Uttar Pradesh","BAUHAN,Uttar Pradesh,nan"
Belbhariya,Uttar Pradesh,GONDA,ITIYATHOK,271207.0,"BELBHARIYA,Uttar Pradesh","BELBHARIYA,GONDA,Uttar Pradesh","BELBHARIYA,ITIYATHOK,Uttar Pradesh","BELBHARIYA,ITIYATHOK,GONDA,Uttar Pradesh","BELBHARIYA,Uttar Pradesh,271207.0"
Belputi,Odisha,NABARANGPUR,KOSAGUMUDA,764061.0,"BELPUTI,Odisha","BELPUTI,NABARANGPUR,Odisha","BELPUTI,KOSAGUMUDA,Odisha","BELPUTI,KOSAGUMUDA,NABARANGPUR,Odisha","BELPUTI,Odisha,764061.0"
Bemara,Uttar Pradesh,ALLAHABAD,SHANKAR GARH,,"BEMARA,Uttar Pradesh","BEMARA,ALLAHABAD,Uttar Pradesh","BEMARA,SHANKAR GARH,Uttar Pradesh","BEMARA,SHANKAR GARH,ALLAHABAD,Uttar Pradesh","BEMARA,Uttar Pradesh,nan"
Bhadewara ..,Uttar Pradesh,ALLAHABAD,MEJA,,"BHADEWARA ..,Uttar Pradesh","BHADEWARA ..,ALLAHABAD,Uttar Pradesh","BHADEWARA ..,MEJA,Uttar Pradesh","BHADEWARA ..,MEJA,ALLAHABAD,Uttar Pradesh","BHADEWARA ..,Uttar Pradesh,nan"
Bhalukonadi,Odisha,NABARANGPUR,JHARIGAM,764076.0,"BHALUKONADI,Odisha","BHALUKONADI,NABARANGPUR,Odisha","BHALUKONADI,JHARIGAM,Odisha","BHALUKONADI,JHARIGAM,NABARANGPUR,Odisha","BHALUKONADI,Odisha,764076.0"
Bhanta Wari,Bihar,SITAMARHI,CHORAUT,843320.0,"BHANTA WARI,Bihar","BHANTA WARI,SITAMARHI,Bihar","BHANTA WARI,CHORAUT,Bihar","BHANTA WARI,CHORAUT,SITAMARHI,Bihar","BHANTA WARI,Bihar,843320.0"
Bharatgragh,Uttar Pradesh,PRATAPGARH,BABAGANJ,,"BHARATGRAGH,Uttar Pradesh","BHARATGRAGH,PRATAPGARH,Uttar Pradesh","BHARATGRAGH,BABAGANJ,Uttar Pradesh","BHARATGRAGH,BABAGANJ,PRATAPGARH,Uttar Pradesh","BHARATGRAGH,Uttar Pradesh,nan"
Bhata Dhansuli,Odisha,NABARANGPUR,PAPADAHANDI,,"BHATA DHANSULI,Odisha","BHATA DHANSULI,NABARANGPUR,Odisha","BHATA DHANSULI,PAPADAHANDI,Odisha","BHATA DHANSULI,PAPADAHANDI,NABARANGPUR,Odisha","BHATA DHANSULI,Odisha,nan"
Bhitha,Jharkhand,PALAMU,PIPRA,822113.0,"BHITHA,Jharkhand","BHITHA,PALAMU,Jharkhand","BHITHA,PIPRA,Jharkhand","BHITHA,PIPRA,PALAMU,Jharkhand","BHITHA,Jharkhand,822113.0"
Birigura,Odisha,KORAPUT,LAXMIPUR,,"BIRIGURA,Odisha","BIRIGURA,KORAPUT,Odisha","BIRIGURA,LAXMIPUR,Odisha","BIRIGURA,LAXMIPUR,KORAPUT,Odisha","BIRIGURA,Odisha,nan"
Bkherwa,Uttar Pradesh,GONDA,MANKAPUR,,"BKHERWA,Uttar Pradesh","BKHERWA,GONDA,Uttar Pradesh","BKHERWA,MANKAPUR,Uttar Pradesh","BKHERWA,MANKAPUR,GONDA,Uttar Pradesh","BKHERWA,Uttar Pradesh,nan"
Bobiya,Odisha,KORAPUT,KOTPAD,764055.0,"BOBIYA,Odisha","BOBIYA,KORAPUT,Odisha","BOBIYA,KOTPAD,Odisha","BOBIYA,KOTPAD,KORAPUT,Odisha","BOBIYA,Odisha,764055.0"
Budurapara,Odisha,NABARANGPUR,RAIGHAR,,"BUDURAPARA,Odisha","BUDURAPARA,NABARANGPUR,Odisha","BUDURAPARA,RAIGHAR,Odisha","BUDURAPARA,RAIGHAR,NABARANGPUR,Odisha","BUDURAPARA,Odisha,nan"
Bulandpur Urf Husainpur,Bihar,SITAMARHI,RUNNI SAIDPUR,843117.0,"BULANDPUR URF HUSAINPUR,Bihar","BULANDPUR URF HUSAINPUR,SITAMARHI,Bihar","BULANDPUR URF HUSAINPUR,RUNNI SAIDPUR,Bihar","BULANDPUR URF HUSAINPUR,RUNNI SAIDPUR,SITAMARHI,Bihar","BULANDPUR URF HUSAINPUR,Bihar,843117.0"
Burhha,Uttar Pradesh,PRATAPGARH,SANGIPUR,,"BURHHA,Uttar Pradesh","BURHHA,PRATAPGARH,Uttar Pradesh","BURHHA,SANGIPUR,Uttar Pradesh","BURHHA,SANGIPUR,PRATAPGARH,Uttar Pradesh","BURHHA,Uttar Pradesh,nan"
Buruduya,Jharkhand,PASHCHIMI SINGHBHUM,GOELKERA,833103.0,"BURUDUYA,Jharkhand","BURUDUYA,PASHCHIMI SINGHBHUM,Jharkhand","BURUDUYA,GOELKERA,Jharkhand","BURUDUYA,GOELKERA,PASHCHIMI SINGHBHUM,Jharkhand","BURUDUYA,Jharkhand,833103.0"
Chakalapadar,Odisha,NABARANGPUR,JHARIGAM,,"CHAKALAPADAR,Odisha","CHAKALAPADAR,NABARANGPUR,Odisha","CHAKALAPADAR,JHARIGAM,Odisha","CHAKALAPADAR,JHARIGAM,NABARANGPUR,Odisha","CHAKALAPADAR,Odisha,nan"
Chakarpeta,Bihar,PURBA CHAMPARAN,PHENHARA,,"CHAKARPETA,Bihar","CHAKARPETA,PURBA CHAMPARAN,Bihar","CHAKARPETA,PHENHARA,Bihar","CHAKARPETA,PHENHARA,PURBA CHAMPARAN,Bihar","CHAKARPETA,Bihar,nan"
Chanda Pur..,Uttar Pradesh,ALLAHABAD,KORAON,,"CHANDA PUR..,Uttar Pradesh","CHANDA PUR..,ALLAHABAD,Uttar Pradesh","CHANDA PUR..,KORAON,Uttar Pradesh","CHANDA PUR..,KORAON,ALLAHABAD,Uttar Pradesh","CHANDA PUR..,Uttar Pradesh,nan"
Chaparo,Uttar Pradesh,ALLAHABAD,MEJA,,"CHAPARO,Uttar Pradesh","CHAPARO,ALLAHABAD,Uttar Pradesh","CHAPARO,MEJA,Uttar Pradesh","CHAPARO,MEJA,ALLAHABAD,Uttar Pradesh","CHAPARO,Uttar Pradesh,nan"
Chapartala,Uttar Pradesh,ALLAHABAD,MEJA,,"CHAPARTALA,Uttar Pradesh","CHAPARTALA,ALLAHABAD,Uttar Pradesh","CHAPARTALA,MEJA,Uttar Pradesh","CHAPARTALA,MEJA,ALLAHABAD,Uttar Pradesh","CHAPARTALA,Uttar Pradesh,nan"
Chapsil,Odisha,KORAPUT,KORAPUT,,"CHAPSIL,Odisha","CHAPSIL,KORAPUT,Odisha","CHAPSIL,KORAPUT,Odisha","CHAPSIL,KORAPUT,KORAPUT,Odisha","CHAPSIL,Odisha,nan"
Chauhatta,Uttar Pradesh,GONDA,RUPAIDEEH,845451.0,"CHAUHATTA,Uttar Pradesh","CHAUHATTA,GONDA,Uttar Pradesh","CHAUHATTA,RUPAIDEEH,Uttar Pradesh","CHAUHATTA,RUPAIDEEH,GONDA,Uttar Pradesh","CHAUHATTA,Uttar Pradesh,845451.0"
Chercheta,Odisha,NABARANGPUR,PAPADAHANDI,764071.0,"CHERCHETA,Odisha","CHERCHETA,NABARANGPUR,Odisha","CHERCHETA,PAPADAHANDI,Odisha","CHERCHETA,PAPADAHANDI,NABARANGPUR,Odisha","CHERCHETA,Odisha,764071.0"
Cherka,Odisha,KORAPUT,BOIPARIGUDA,764043.0,"CHERKA,Odisha","CHERKA,KORAPUT,Odisha","CHERKA,BOIPARIGUDA,Odisha","CHERKA,BOIPARIGUDA,KORAPUT,Odisha","CHERKA,Odisha,764043.0"
Chikhadi,Uttar Pradesh,ALLAHABAD,PHOOLPUR,,"CHIKHADI,Uttar Pradesh","CHIKHADI,ALLAHABAD,Uttar Pradesh","CHIKHADI,PHOOLPUR,Uttar Pradesh","CHIKHADI,PHOOLPUR,ALLAHABAD,Uttar Pradesh","CHIKHADI,Uttar Pradesh,nan"
Chorhat,Jharkhand,PALAMU,RAMGARH,822110.0,"CHORHAT,Jharkhand","CHORHAT,PALAMU,Jharkhand","CHORHAT,RAMGARH,Jharkhand","CHORHAT,RAMGARH,PALAMU,Jharkhand","CHORHAT,Jharkhand,822110.0"
Chowkhda,Jharkhand,PALAMU,CHHATARPUR,822113.0,"CHOWKHDA,Jharkhand","CHOWKHDA,PALAMU,Jharkhand","CHOWKHDA,CHHATARPUR,Jharkhand","CHOWKHDA,CHHATARPUR,PALAMU,Jharkhand","CHOWKHDA,Jharkhand,822113.0"
Dadan Pur,Uttar Pradesh,ALLAHABAD,KAUDIHAR II,,"DADAN PUR,Uttar Pradesh","DADAN PUR,ALLAHABAD,Uttar Pradesh","DADAN PUR,KAUDIHAR II,Uttar Pradesh","DADAN PUR,KAUDIHAR II,ALLAHABAD,Uttar Pradesh","DADAN PUR,Uttar Pradesh,nan"
Dadupurransingh,Uttar Pradesh,PRATAPGARH,SADWA-CHANDRIKA,,"DADUPURRANSINGH,Uttar Pradesh","DADUPURRANSINGH,PRATAPGARH,Uttar Pradesh","DADUPURRANSINGH,SADWA-CHANDRIKA,Uttar Pradesh","DADUPURRANSINGH,SADWA-CHANDRIKA,PRATAPGARH,Uttar Pradesh","DADUPURRANSINGH,Uttar Pradesh,nan"
Dambarudahar,Odisha,MAYURBHANJ,BETNOTI,757052.0,"DAMBARUDAHAR,Odisha","DAMBARUDAHAR,MAYURBHANJ,Odisha","DAMBARUDAHAR,BETNOTI,Odisha","DAMBARUDAHAR,BETNOTI,MAYURBHANJ,Odisha","DAMBARUDAHAR,Odisha,757052.0"
Dandasora,Odisha,NABARANGPUR,UMERKOTE,764073.0,"DANDASORA,Odisha","DANDASORA,NABARANGPUR,Odisha","DANDASORA,UMERKOTE,Odisha","DANDASORA,UMERKOTE,NABARANGPUR,Odisha","DANDASORA,Odisha,764073.0"
Daridag,Jharkhand,CHATRA,TANDWA,,"DARIDAG,Jharkhand","DARIDAG,CHATRA,Jharkhand","DARIDAG,TANDWA,Jharkhand","DARIDAG,TANDWA,CHATRA,Jharkhand","DARIDAG,Jharkhand,nan"
Dasain,Bihar,SITAMARHI,RUNNI SAIDPUR,843323.0,"DASAIN,Bihar","DASAIN,SITAMARHI,Bihar","DASAIN,RUNNI SAIDPUR,Bihar","DASAIN,RUNNI SAIDPUR,SITAMARHI,Bihar","DASAIN,Bihar,843323.0"
Debari Kala,Uttar Pradesh,GONDA,MUJEHNA,,"DEBARI KALA,Uttar Pradesh","DEBARI KALA,GONDA,Uttar Pradesh","DEBARI KALA,MUJEHNA,Uttar Pradesh","DEBARI KALA,MUJEHNA,GONDA,Uttar Pradesh","DEBARI KALA,Uttar Pradesh,nan"
Deidih Dhaurahara,Uttar Pradesh,PRATAPGARH,PATTI,,"DEIDIH DHAURAHARA,Uttar Pradesh","DEIDIH DHAURAHARA,PRATAPGARH,Uttar Pradesh","DEIDIH DHAURAHARA,PATTI,Uttar Pradesh","DEIDIH DHAURAHARA,PATTI,PRATAPGARH,Uttar Pradesh","DEIDIH DHAURAHARA,Uttar Pradesh,nan"
Dhadhaua Mehaniya,Uttar Pradesh,GONDA,CHAPIA,,"DHADHAUA MEHANIYA,Uttar Pradesh","DHADHAUA MEHANIYA,GONDA,Uttar Pradesh","DHADHAUA MEHANIYA,CHAPIA,Uttar Pradesh","DHADHAUA MEHANIYA,CHAPIA,GONDA,Uttar Pradesh","DHADHAUA MEHANIYA,Uttar Pradesh,nan"
Dharli,Odisha,NABARANGPUR,UMERKOTE,,"DHARLI,Odisha","DHARLI,NABARANGPUR,Odisha","DHARLI,UMERKOTE,Odisha","DHARLI,UMERKOTE,NABARANGPUR,Odisha","DHARLI,Odisha,nan"
Dhatikidiha,Odisha,MAYURBHANJ,THAKURMUNDA,,"DHATIKIDIHA,Odisha","DHATIKIDIHA,MAYURBHANJ,Odisha","DHATIKIDIHA,THAKURMUNDA,Odisha","DHATIKIDIHA,THAKURMUNDA,MAYURBHANJ,Odisha","DHATIKIDIHA,Odisha,nan"
Dhonopur,Odisha,KORAPUT,JEYPORE,764002.0,"DHONOPUR,Odisha","DHONOPUR,KORAPUT,Odisha","DHONOPUR,JEYPORE,Odisha","DHONOPUR,JEYPORE,KORAPUT,Odisha","DHONOPUR,Odisha,764002.0"
Dihi Khurd,Uttar Pradesh,ALLAHABAD,KORAON,,"DIHI KHURD,Uttar Pradesh","DIHI KHURD,ALLAHABAD,Uttar Pradesh","DIHI KHURD,KORAON,Uttar Pradesh","DIHI KHURD,KORAON,ALLAHABAD,Uttar Pradesh","DIHI KHURD,Uttar Pradesh,nan"
Disariguda,Odisha,KORAPUT,BOIPARIGUDA,764043.0,"DISARIGUDA,Odisha","DISARIGUDA,KORAPUT,Odisha","DISARIGUDA,BOIPARIGUDA,Odisha","DISARIGUDA,BOIPARIGUDA,KORAPUT,Odisha","DISARIGUDA,Odisha,764043.0"
Dolipada,Odisha,MAYURBHANJ,KAPTIPADA,,"DOLIPADA,Odisha","DOLIPADA,MAYURBHANJ,Odisha","DOLIPADA,KAPTIPADA,Odisha","DOLIPADA,KAPTIPADA,MAYURBHANJ,Odisha","DOLIPADA,Odisha,nan"
Doma Kalpi,Uttar Pradesh,GONDA,PARASPUR,,"DOMA KALPI,Uttar Pradesh","DOMA KALPI,GONDA,Uttar Pradesh","DOMA KALPI,PARASPUR,Uttar Pradesh","DOMA KALPI,PARASPUR,GONDA,Uttar Pradesh","DOMA KALPI,Uttar Pradesh,nan"
Dosisole,Odisha,MAYURBHANJ,BANGRIPOSI,,"DOSISOLE,Odisha","DOSISOLE,MAYURBHANJ,Odisha","DOSISOLE,BANGRIPOSI,Odisha","DOSISOLE,BANGRIPOSI,MAYURBHANJ,Odisha","DOSISOLE,Odisha,nan"
Dulhan Pur,Uttar Pradesh,GONDA,ITIYATHOK,,"DULHAN PUR,Uttar Pradesh","DULHAN PUR,GONDA,Uttar Pradesh","DULHAN PUR,ITIYATHOK,Uttar Pradesh","DULHAN PUR,ITIYATHOK,GONDA,Uttar Pradesh","DULHAN PUR,Uttar Pradesh,nan"
Dumorpadar,Odisha,NABARANGPUR,JHARIGAM,,"DUMORPADAR,Odisha","DUMORPADAR,NABARANGPUR,Odisha","DUMORPADAR,JHARIGAM,Odisha","DUMORPADAR,JHARIGAM,NABARANGPUR,Odisha","DUMORPADAR,Odisha,nan"
Gadavakotra,Odisha,NABARANGPUR,PAPADAHANDI,764071.0,"GADAVAKOTRA,Odisha","GADAVAKOTRA,NABARANGPUR,Odisha","GADAVAKOTRA,PAPADAHANDI,Odisha","GADAVAKOTRA,PAPADAHANDI,NABARANGPUR,Odisha","GADAVAKOTRA,Odisha,764071.0"
Gansiyari,Uttar Pradesh,ALLAHABAD,MAUAIMA,,"GANSIYARI,Uttar Pradesh","GANSIYARI,ALLAHABAD,Uttar Pradesh","GANSIYARI,MAUAIMA,Uttar Pradesh","GANSIYARI,MAUAIMA,ALLAHABAD,Uttar Pradesh","GANSIYARI,Uttar Pradesh,nan"
Genjna,Jharkhand,CHATRA,HUNTERGANJ,,"GENJNA,Jharkhand","GENJNA,CHATRA,Jharkhand","GENJNA,HUNTERGANJ,Jharkhand","GENJNA,HUNTERGANJ,CHATRA,Jharkhand","GENJNA,Jharkhand,nan"
Ghatam Pur,Uttar Pradesh,PRATAPGARH,SADAR,,"GHATAM PUR,Uttar Pradesh","GHATAM PUR,PRATAPGARH,Uttar Pradesh","GHATAM PUR,SADAR,Uttar Pradesh","GHATAM PUR,SADAR,PRATAPGARH,Uttar Pradesh","GHATAM PUR,Uttar Pradesh,nan"
Gidighaty,Odisha,MAYURBHANJ,BAHALDA,,"GIDIGHATY,Odisha","GIDIGHATY,MAYURBHANJ,Odisha","GIDIGHATY,BAHALDA,Odisha","GIDIGHATY,BAHALDA,MAYURBHANJ,Odisha","GIDIGHATY,Odisha,nan"
Godgodiya,Jharkhand,CHATRA,LAWALONG,,"GODGODIYA,Jharkhand","GODGODIYA,CHATRA,Jharkhand","GODGODIYA,LAWALONG,Jharkhand","GODGODIYA,LAWALONG,CHATRA,Jharkhand","GODGODIYA,Jharkhand,nan"
Godri,Odisha,KORAPUT,DASMANTPUR,,"GODRI,Odisha","GODRI,KORAPUT,Odisha","GODRI,DASMANTPUR,Odisha","GODRI,DASMANTPUR,KORAPUT,Odisha","GODRI,Odisha,nan"
Gogor,Uttar Pradesh,PRATAPGARH,BIHAR,,"GOGOR,Uttar Pradesh","GOGOR,PRATAPGARH,Uttar Pradesh","GOGOR,BIHAR,Uttar Pradesh","GOGOR,BIHAR,PRATAPGARH,Uttar Pradesh","GOGOR,Uttar Pradesh,nan"
Goiesara,Uttar Pradesh,ALLAHABAD,SHANKAR GARH,,"GOIESARA,Uttar Pradesh","GOIESARA,ALLAHABAD,Uttar Pradesh","GOIESARA,SHANKAR GARH,Uttar Pradesh","GOIESARA,SHANKAR GARH,ALLAHABAD,Uttar Pradesh","GOIESARA,Uttar Pradesh,nan"
